Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6646","Forest land","2021","2021","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6646","Forest land","2022","2022","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6646","Forest land","2023","2023","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6646","Forest land","2024","2024","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6646","Forest land","2025","2025","1000 ha","24.36","X","Figure from external organization",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","20.32","X","Figure from external organization",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","21.128","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","21.936","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","22.744","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","23.552","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","24.36","X","Figure from external organization",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","24.36","X","Figure from external organization",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","24.36","I","Value imputed by a receiving agency",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","24.36","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2010","2010","1000 ha","38517.8","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2011","2011","1000 ha","38517.8","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2012","2012","1000 ha","38517.8","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2013","2013","1000 ha","62521.711","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2014","2014","1000 ha","62522.2","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2015","2015","1000 ha","62518.478","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2016","2016","1000 ha","62519.4","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2017","2017","1000 ha","62521.7","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2018","2018","1000 ha","62522.2","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2019","2019","1000 ha","62521.8","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2020","2020","1000 ha","62449.9","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2021","2021","1000 ha","62450","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2022","2022","1000 ha","62450","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6600","Country area","2023","2023","1000 ha","62450","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2010","2010","1000 ha","12149.29","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2011","2011","1000 ha","12146.028","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2012","2012","1000 ha","12142.766","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2013","2013","1000 ha","12139.504","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2014","2014","1000 ha","12136.242","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2015","2015","1000 ha","12132.98","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2016","2016","1000 ha","12130.546","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2017","2017","1000 ha","12128.112","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2018","2018","1000 ha","12125.678","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2019","2019","1000 ha","12123.244","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2020","2020","1000 ha","12120.81","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2021","2021","1000 ha","12118.376","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2022","2022","1000 ha","12115.942","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2023","2023","1000 ha","12113.508","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2024","2024","1000 ha","12111.074","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6646","Forest land","2025","2025","1000 ha","12108.64","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","12033.75","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","12030.956","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","12028.162","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","12025.368","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","12022.574","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","12019.78","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","12017.364","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","12014.948","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","12012.532","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","12010.116","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","12007.7","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","12005.266","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","12002.832","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","12000.398","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","11997.964","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","11995.53","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2010","2010","1000 ha","155.96","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2011","2011","1000 ha","164.568","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2012","2012","1000 ha","173.176","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2013","2013","1000 ha","181.784","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2014","2014","1000 ha","190.392","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2015","2015","1000 ha","199","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2016","2016","1000 ha","204.108","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2017","2017","1000 ha","209.216","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2018","2018","1000 ha","214.324","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2019","2019","1000 ha","219.432","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2020","2020","1000 ha","224.54","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2021","2021","1000 ha","224.54","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2022","2022","1000 ha","224.54","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2023","2023","1000 ha","224.54","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2024","2024","1000 ha","224.54","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6714","Primary Forest","2025","2025","1000 ha","224.54","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2010","2010","1000 ha","115.54","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2011","2011","1000 ha","115.072","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2012","2012","1000 ha","114.604","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2013","2013","1000 ha","114.136","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2014","2014","1000 ha","113.668","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2015","2015","1000 ha","113.2","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2016","2016","1000 ha","113.182","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2017","2017","1000 ha","113.164","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2018","2018","1000 ha","113.146","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2019","2019","1000 ha","113.128","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2020","2020","1000 ha","113.11","X","Figure from external organization",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2021","2021","1000 ha","113.11","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2022","2022","1000 ha","113.11","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2023","2023","1000 ha","113.11","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2024","2024","1000 ha","113.11","I","Value imputed by a receiving agency",""
"RL","Land Use","578","Norway","5110","Area","6716","Planted Forest","2025","2025","1000 ha","113.11","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2010","2010","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2011","2011","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2012","2012","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2013","2013","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2014","2014","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2015","2015","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2016","2016","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2017","2017","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2018","2018","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2019","2019","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2020","2020","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2021","2021","1000 ha","30950","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2022","2022","1000 ha","30950","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6600","Country area","2023","2023","1000 ha","30950","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2010","2010","1000 ha","1.6","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2011","2011","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2012","2012","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2013","2013","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2014","2014","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2015","2015","1000 ha","1.6","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2016","2016","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2017","2017","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2018","2018","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2019","2019","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2020","2020","1000 ha","1.6","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2021","2021","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2022","2022","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2023","2023","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2024","2024","1000 ha","1.6","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6646","Forest land","2025","2025","1000 ha","1.6","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","1.57","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","1.57","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","1.57","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","1.57","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","1.57","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2010","2010","1000 ha","0","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2011","2011","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2012","2012","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2013","2013","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2014","2014","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2015","2015","1000 ha","0","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2016","2016","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2017","2017","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2018","2018","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2019","2019","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2020","2020","1000 ha","0","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2021","2021","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2022","2022","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2023","2023","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2024","2024","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6714","Primary Forest","2025","2025","1000 ha","0","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2010","2010","1000 ha","0.03","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2011","2011","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2012","2012","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2013","2013","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2014","2014","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2015","2015","1000 ha","0.03","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2016","2016","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2017","2017","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2018","2018","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2019","2019","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2020","2020","1000 ha","0.03","X","Figure from external organization",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2022","2022","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2023","2023","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2024","2024","1000 ha","0.03","I","Value imputed by a receiving agency",""
"RL","Land Use","512","Oman","5110","Area","6716","Planted Forest","2025","2025","1000 ha","0.03","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2010","2010","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2011","2011","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2012","2012","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2013","2013","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2014","2014","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2015","2015","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2016","2016","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2017","2017","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2018","2018","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2019","2019","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2020","2020","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2021","2021","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2022","2022","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6600","Country area","2023","2023","1000 ha","79610","A","Official figure",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2010","2010","1000 ha","3164.83","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2011","2011","1000 ha","3139.074","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2012","2012","1000 ha","3113.318","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2013","2013","1000 ha","3087.562","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2014","2014","1000 ha","3061.806","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2015","2015","1000 ha","3036.05","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2016","2016","1000 ha","3046.546","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2017","2017","1000 ha","3057.042","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2018","2018","1000 ha","3067.538","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2019","2019","1000 ha","3078.034","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2020","2020","1000 ha","3088.53","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2021","2021","1000 ha","3109.316","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2022","2022","1000 ha","3130.102","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2023","2023","1000 ha","3150.888","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2024","2024","1000 ha","3171.674","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6646","Forest land","2025","2025","1000 ha","3192.46","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","3056.33","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","3030.226","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","3004.122","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","2978.018","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","2951.914","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","2925.81","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","2934.794","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","2943.778","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","2952.762","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","2961.746","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","2970.73","X","Figure from external organization",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","2989.728","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","3008.726","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","3027.724","I","Value imputed by a receiving agency",""
"RL","Land Use","586","Pakistan","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","3046.722","I","Value imputed by a receiving agency",""
